"netustm","gender","age","married","urban","native","edulevel","paidwork","happy","household","cntry"
90,"female",78,"not married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
180,"female",15,"not married","urban","native","Grundskole",0,9,6,"GB"
120,"male",64,"married","rural","native","Kort/Mellemlang videregående",1,7,2,"GB"
NA,"female",60,"not married","urban","native","Erhvervsuddannelse",0,8,1,"GB"
480,"female",39,"not married","urban","native","Erhvervsuddannelse",1,6,3,"GB"
720,"female",29,"not married","rural","native","Lang videregående",1,8,2,"GB"
60,"male",53,"married","urban","non-native","Kort/Mellemlang videregående",1,8,1,"GB"
NA,"male",67,"married","rural","native","Gymnasium",0,0,2,"GB"
720,"male",29,"married","urban","non-native","Kort/Mellemlang videregående",1,7,2,"GB"
120,"female",60,"not married","rural","native","Erhvervsuddannelse",1,8,1,"GB"
180,"female",83,"not married","urban","native","Erhvervsuddannelse",0,7,1,"GB"
1200,"male",59,"married","rural","native","Grundskole",0,0,1,"GB"
240,"female",64,"not married","urban","native","Kort/Mellemlang videregående",1,8,1,"GB"
60,"female",31,"not married","rural","native","Kort/Mellemlang videregående",0,7,4,"GB"
NA,"female",78,"not married","urban","native","Grundskole",0,6,1,"GB"
360,"female",53,"not married","urban","non-native","Erhvervsuddannelse",1,6,1,"GB"
60,"female",72,"married","rural","native","Lang videregående",0,7,2,"GB"
180,"female",58,"married","urban","native","Gymnasium",1,9,2,"GB"
540,"male",44,"married","urban","native","Lang videregående",1,7,4,"GB"
600,"female",28,"not married","rural","native","Erhvervsuddannelse",1,4,1,"GB"
240,"female",33,"married","rural","native","Kort/Mellemlang videregående",1,7,4,"GB"
NA,"female",75,"not married","rural","native","Grundskole",0,8,1,"GB"
480,"male",52,"not married","rural","native","Kort/Mellemlang videregående",1,5,2,"GB"
780,"male",999,"not married","rural","non-native","Lang videregående",0,5,1,"GB"
60,"female",90,"not married","rural","native","Lang videregående",0,9,1,"GB"
120,"female",63,"not married","rural","native","Kort/Mellemlang videregående",0,4,1,"GB"
NA,"female",89,"not married","rural","non-native","Erhvervsuddannelse",0,9,1,"GB"
NA,"female",45,"married","rural","native","Grundskole",1,7,2,"GB"
120,"male",88,"not married","rural","native","Kort/Mellemlang videregående",0,10,1,"GB"
NA,"female",39,"not married","rural","non-native","Grundskole",1,8,2,"GB"
NA,"female",77,"not married","rural","native","Grundskole",0,2,1,"GB"
360,"male",34,"married","rural","native","Lang videregående",1,9,1,"GB"
180,"female",23,"not married","rural","native","Gymnasium",1,7,3,"GB"
300,"female",54,"not married","rural","native","Kort/Mellemlang videregående",1,1,1,"GB"
540,"female",56,"married","rural","native","Lang videregående",1,7,3,"GB"
NA,"female",77,"not married","rural","native","Grundskole",0,8,1,"GB"
120,"female",47,"married","rural","native","Erhvervsuddannelse",1,7,2,"GB"
NA,"male",67,"not married","rural","native","Grundskole",0,5,1,"GB"
120,"female",31,"married","rural","non-native","Lang videregående",0,8,4,"GB"
240,"female",38,"married","rural","native","Erhvervsuddannelse",0,8,5,"GB"
NA,"female",32,"not married","urban","native","Lang videregående",1,6,1,"GB"
720,"male",39,"not married","urban","native","Grundskole",1,2,1,"GB"
150,"female",37,"married","urban","non-native","Erhvervsuddannelse",0,5,4,"GB"
120,"male",71,"not married","rural","native","Erhvervsuddannelse",0,9,1,"GB"
60,"male",75,"married","urban","native","Kort/Mellemlang videregående",0,8,2,"GB"
60,"male",60,"not married","urban","non-native","Erhvervsuddannelse",1,0,1,"GB"
120,"female",52,"married","urban","native","Lang videregående",1,9,4,"GB"
480,"female",62,"not married","urban","native","Erhvervsuddannelse",0,6,1,"GB"
NA,"female",72,"married","urban","non-native","Kort/Mellemlang videregående",0,7,1,"GB"
300,"male",71,"not married","rural","native","Kort/Mellemlang videregående",0,7,1,"GB"
390,"male",41,"married","rural","non-native","Lang videregående",1,7,4,"GB"
240,"female",52,"married","rural","native","Kort/Mellemlang videregående",0,9,3,"GB"
90,"male",70,"married","urban","native","Erhvervsuddannelse",0,8,2,"GB"
480,"female",50,"not married","urban","native","Kort/Mellemlang videregående",1,8,1,"GB"
120,"male",74,"married","urban","native","Kort/Mellemlang videregående",0,8,2,"GB"
180,"male",64,"married","rural","native","Lang videregående",0,8,2,"GB"
120,"female",38,"not married","urban","native","Erhvervsuddannelse",1,8,3,"GB"
120,"male",48,"not married","urban","native","Erhvervsuddannelse",1,9,2,"GB"
600,"male",56,"married","rural","native","Erhvervsuddannelse",1,8,2,"GB"
180,"female",33,"married","rural","non-native","Erhvervsuddannelse",0,8,4,"GB"
60,"female",72,"married","rural","native","Erhvervsuddannelse",0,10,1,"GB"
60,"female",77,"married","rural","native","Lang videregående",0,9,2,"GB"
30,"male",67,"not married","rural","native","Gymnasium",0,9,1,"GB"
180,"female",58,"married","rural","native","Erhvervsuddannelse",1,9,2,"GB"
210,"female",62,"married","rural","non-native","Erhvervsuddannelse",1,9,2,"GB"
60,"male",44,"married","rural","non-native","Grundskole",1,7,5,"GB"
360,"male",76,"not married","rural","native","Gymnasium",1,8,2,"GB"
240,"female",18,"not married","urban","native","Erhvervsuddannelse",1,9,7,"GB"
120,"female",85,"not married","rural","native","Erhvervsuddannelse",0,7,1,"GB"
240,"female",23,"not married","rural","native","Erhvervsuddannelse",0,3,4,"GB"
120,"female",52,"married","urban","native","Erhvervsuddannelse",0,6,3,"GB"
480,"male",27,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
NA,"female",70,"married","rural","native","Grundskole",0,NA,2,"GB"
90,"female",35,"not married","rural","native","Gymnasium",1,7,4,"GB"
180,"male",40,"married","rural","native","Kort/Mellemlang videregående",1,9,5,"GB"
720,"female",39,"not married","rural","native","Lang videregående",1,6,1,"GB"
180,"female",38,"not married","rural","native","Kort/Mellemlang videregående",1,7,5,"GB"
NA,"female",73,"not married","rural","native","Grundskole",0,4,1,"GB"
600,"male",46,"married","rural","native","Lang videregående",1,6,2,"GB"
480,"female",43,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"GB"
180,"female",38,"married","rural","non-native","Lang videregående",0,9,3,"GB"
600,"female",53,"not married","rural","native","Lang videregående",1,5,1,"GB"
600,"male",53,"married","rural","native","Lang videregående",1,6,5,"GB"
NA,"female",71,"not married","urban","native","Grundskole",0,3,1,"GB"
180,"female",34,"not married","urban","native","Lang videregående",1,3,3,"GB"
120,"female",29,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
180,"male",31,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"GB"
60,"male",41,"not married","rural","non-native","Erhvervsuddannelse",1,7,1,"GB"
120,"male",69,"not married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
NA,"male",79,"married","rural","native","Erhvervsuddannelse",0,10,2,"GB"
150,"female",40,"not married","urban","non-native","Lang videregående",1,8,1,"GB"
360,"female",44,"not married","rural","native","Erhvervsuddannelse",1,6,1,"GB"
240,"female",56,"not married","rural","native","Lang videregående",0,8,2,"GB"
720,"female",44,"not married","urban","native","Kort/Mellemlang videregående",1,7,2,"GB"
480,"male",36,"not married","urban","native","Kort/Mellemlang videregående",1,5,1,"GB"
NA,"female",75,"not married","urban","native","Grundskole",0,9,1,"GB"
30,"male",58,"not married","urban","native","Erhvervsuddannelse",1,7,1,"GB"
180,"male",38,"not married","rural","native","Erhvervsuddannelse",1,3,3,"GB"
NA,"female",71,"married","rural","native","Lang videregående",0,9,2,"GB"
30,"male",69,"married","rural","native","Gymnasium",0,10,2,"GB"
480,"male",21,"not married","rural","native","Erhvervsuddannelse",1,3,3,"GB"
60,"male",23,"not married","rural","native","Erhvervsuddannelse",1,7,1,"GB"
120,"male",71,"not married","rural","native","Grundskole",0,4,1,"GB"
NA,"male",60,"not married","rural","native","Erhvervsuddannelse",1,5,1,"GB"
240,"female",41,"married","rural","non-native","Kort/Mellemlang videregående",1,9,4,"GB"
120,"male",54,"married","rural","native","Lang videregående",0,9,1,"GB"
NA,"male",82,"not married","urban","native","Grundskole",0,3,1,"GB"
NA,"male",77,"not married","urban","native","Grundskole",0,10,2,"GB"
65,"male",90,"not married","rural","native","Lang videregående",0,7,1,"GB"
120,"male",66,"not married","rural","native","Lang videregående",0,6,1,"GB"
30,"female",79,"not married","urban","native","Kort/Mellemlang videregående",0,7,1,"GB"
NA,"male",75,"not married","urban","native","Lang videregående",0,4,1,"GB"
120,"female",64,"not married","urban","native","Erhvervsuddannelse",0,7,2,"GB"
180,"female",75,"not married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
120,"male",73,"not married","rural","native","Grundskole",0,10,2,"GB"
300,"male",26,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
60,"female",77,"married","rural","native","Lang videregående",0,9,2,"GB"
60,"male",70,"married","urban","native","Grundskole",0,8,1,"GB"
180,"female",74,"married","rural","native","Grundskole",0,10,2,"GB"
480,"female",62,"not married","urban","native","Gymnasium",1,9,1,"GB"
360,"male",47,"married","rural","native","Lang videregående",0,7,2,"GB"
180,"female",69,"not married","rural","native","Kort/Mellemlang videregående",0,8,1,"GB"
NA,"female",51,"not married","urban","native","Gymnasium",1,9,1,"GB"
90,"female",71,"not married","rural","native","Gymnasium",0,6,1,"GB"
420,"female",48,"not married","rural","native","Lang videregående",1,5,3,"GB"
180,"female",64,"married","rural","native","Grundskole",0,5,2,"GB"
120,"female",54,"not married","rural","native","Lang videregående",1,1,1,"GB"
180,"male",37,"not married","rural","native","Erhvervsuddannelse",1,9,4,"GB"
NA,"female",86,"not married","rural","native","Kort/Mellemlang videregående",0,10,1,"GB"
NA,"male",89,"married","urban","native","Gymnasium",0,5,1,"GB"
60,"female",76,"not married","rural","native","Lang videregående",0,10,2,"GB"
420,"female",45,"not married","rural","native","Kort/Mellemlang videregående",0,7,5,"GB"
NA,"female",72,"married","rural","native","Grundskole",0,10,2,"GB"
180,"female",63,"married","rural","native","Kort/Mellemlang videregående",0,10,2,"GB"
420,"female",62,"married","urban","native","Erhvervsuddannelse",1,6,2,"GB"
NA,"male",44,"not married","rural","native","Grundskole",0,8,1,"GB"
480,"male",24,"not married","urban","native","Kort/Mellemlang videregående",1,10,2,"GB"
NA,"female",86,"married","urban","native","Lang videregående",0,8,2,"GB"
120,"female",77,"married","rural","native","Kort/Mellemlang videregående",0,8,1,"GB"
NA,"female",77,"married","rural","native","Erhvervsuddannelse",0,6,2,"GB"
NA,"male",81,"married","rural","native","Grundskole",0,8,2,"GB"
120,"male",60,"not married","rural","native","Grundskole",0,8,1,"GB"
840,"male",58,"not married","urban","native","Lang videregående",1,8,2,"GB"
NA,"female",71,"not married","rural","native","Erhvervsuddannelse",1,5,2,"GB"
240,"female",71,"married","rural","native","Grundskole",0,4,2,"GB"
120,"female",51,"not married","urban","non-native","Lang videregående",1,8,5,"GB"
60,"male",69,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"GB"
65,"male",48,"not married","rural","native","Erhvervsuddannelse",1,5,1,"GB"
0,"male",49,"not married","rural","native","Grundskole",1,8,1,"GB"
300,"female",63,"married","urban","native","Lang videregående",1,7,1,"GB"
90,"female",68,"not married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
30,"male",82,"not married","rural","native","Lang videregående",0,5,1,"GB"
240,"female",39,"married","rural","native","Lang videregående",1,8,4,"GB"
240,"female",33,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
120,"male",71,"married","rural","non-native","Lang videregående",0,8,1,"GB"
120,"male",61,"not married","urban","native","Lang videregående",1,9,1,"GB"
360,"female",40,"not married","urban","native","Gymnasium",0,5,2,"GB"
NA,"male",84,"not married","rural","native","Grundskole",0,8,1,"GB"
360,"male",60,"not married","urban","native","Erhvervsuddannelse",1,2,2,"GB"
840,"male",30,"not married","urban","native","Erhvervsuddannelse",1,9,2,"GB"
NA,"female",47,"married","rural","native","Kort/Mellemlang videregående",1,7,2,"GB"
180,"female",87,"not married","urban","native","Erhvervsuddannelse",0,7,1,"GB"
120,"male",34,"not married","rural","non-native","Gymnasium",1,8,2,"GB"
120,"female",71,"not married","rural","native","Grundskole",0,4,1,"GB"
60,"female",40,"married","rural","native","Kort/Mellemlang videregående",1,9,3,"GB"
NA,"male",60,"not married","rural","native","Erhvervsuddannelse",1,4,1,"GB"
300,"female",47,"married","rural","native","Lang videregående",1,8,4,"GB"
60,"female",76,"not married","rural","non-native","Erhvervsuddannelse",0,9,2,"GB"
180,"female",21,"not married","urban","native","Erhvervsuddannelse",1,5,4,"GB"
300,"male",20,"not married","rural","native","Erhvervsuddannelse",1,6,2,"GB"
420,"female",34,"married","rural","non-native","Lang videregående",1,8,4,"GB"
180,"male",52,"married","urban","native","Kort/Mellemlang videregående",1,9,4,"GB"
540,"male",50,"married","rural","native","Gymnasium",1,7,2,"GB"
90,"male",61,"married","urban","native","Kort/Mellemlang videregående",0,7,2,"GB"
600,"male",29,"married","urban","native","Erhvervsuddannelse",1,8,3,"GB"
420,"female",39,"not married","rural","native","Erhvervsuddannelse",1,7,2,"GB"
NA,"female",70,"not married","rural","native","Kort/Mellemlang videregående",0,7,1,"GB"
240,"female",70,"not married","rural","native","Kort/Mellemlang videregående",0,10,1,"GB"
120,"male",47,"married","rural","native","Erhvervsuddannelse",1,8,4,"GB"
120,"male",53,"married","urban","native","Gymnasium",1,8,2,"GB"
NA,"female",75,"married","rural","native","Grundskole",0,7,2,"GB"
360,"male",63,"married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
120,"female",53,"not married","rural","native","Gymnasium",1,10,2,"GB"
240,"female",18,"not married","urban","native","Erhvervsuddannelse",0,6,5,"GB"
120,"male",36,"married","urban","non-native","Lang videregående",1,9,4,"GB"
NA,"female",75,"not married","rural","native","Grundskole",0,7,1,"GB"
180,"female",55,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
120,"female",40,"married","urban","native","Gymnasium",1,6,2,"GB"
NA,"female",71,"married","urban","native","Grundskole",0,6,1,"GB"
480,"male",27,"not married","urban","non-native","Lang videregående",1,8,2,"GB"
240,"female",37,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"GB"
NA,"male",54,"not married","rural","native","Grundskole",1,10,1,"GB"
300,"male",48,"not married","urban","native","Erhvervsuddannelse",1,7,1,"GB"
NA,"female",82,"not married","rural","native","Grundskole",0,7,1,"GB"
480,"male",49,"married","rural","native","Lang videregående",1,7,3,"GB"
NA,"female",70,"not married","rural","native","Kort/Mellemlang videregående",0,8,1,"GB"
300,"female",38,"married","urban","non-native","Kort/Mellemlang videregående",1,9,3,"GB"
300,"male",34,"not married","rural","native","Kort/Mellemlang videregående",0,5,2,"GB"
360,"female",54,"married","rural","non-native","Lang videregående",1,8,4,"GB"
60,"male",67,"married","rural","native","Lang videregående",0,9,2,"GB"
360,"female",57,"not married","rural","native","Erhvervsuddannelse",1,8,1,"GB"
300,"female",43,"married","rural","non-native","Lang videregående",1,7,4,"GB"
NA,"female",59,"married","rural","non-native","Erhvervsuddannelse",1,5,5,"GB"
480,"male",52,"married","rural","native","Lang videregående",1,10,4,"GB"
